IRONSTL production by tech,,,,,,,,,,,,,,,,,,,,
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.0710124,0.371461,0.7013232,0.6884456,0.4254248,0.062583993,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.00716111,0.06037564,0.15441302,0.62390992,0.56076011,0.34456351,0.063831122,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,EAF with DRI,2.107,4.673,2.883,2.89,2.789496,2.77893,3.008882,2.628672,2.09654,1.44774,0.0630917,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0,0,0.577904,1.156572,2.007515,2.31604,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.0360504,0.1374359,0.4614745,0.90077645,1.9731284,4.0912229,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Europe_Eastern,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.992,2.205,1.3568,1.359,1.399308,1.430788,1.661701,2.1604724,2.59184,3.32142,4.089925,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Europe_Non_EU,iron and steel,BLASTFUR,iron and steel,BLASTFUR,4.81889,6.1404,10.0829,12.7745,15.49488,15.55921,14.51038,8.975938,4.733562,1.6859446,0.011666607,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Europe_Non_EU,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0,0,1.99212,4.75332,6.286098,5.355421,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Europe_Non_EU,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.0135959,0.071518,0.13565547,0.15889734,0.11539,0.003428822,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Europe_Non_EU,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.00196777,0.0131946,0.033907819,0.12943905,0.12712754,0.08418416,0.003184067,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Europe_Non_EU,iron and steel,EAF with DRI,iron and steel,EAF with DRI,5.8117,10.6655,14.8157,14.2691,18.25794,19.82635,21.07112,19.68505,17.53234,14.15717,7.847744,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Europe_Non_EU,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0,0,2.4339,4.9887,7.80884,12.935401,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Europe_Non_EU,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.0352587,0.1239436,0.3048047,0.54194612,0.8971982,1.6395913,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Europe_Non_EU,iron and steel,EAF with scrap,iron and steel,EAF with scrap,2.73602,5.0161,6.9803,6.7237,8.32327,8.88943,9.49717,9.777972,10.035349,10.352453,11.128047,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",European Free Trade Association,iron and steel,BLASTFUR,iron and steel,BLASTFUR,0,0,0,0,0.00182243,0.00482458,0.006163931,1.60E-04,1.27E-05,3.28E-07,1.55E-09,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",European Free Trade Association,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0,0,3.51E-04,7.85E-04,9.51E-04,1.12E-04,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",European Free Trade Association,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.0164781,0.0646783,0.08035311,0.08281094,0.06553347,0.009392266,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",European Free Trade Association,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.00159518,0.01833587,0.040841786,0.080581879,0.07497642,0.05093615,0.009028277,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",European Free Trade Association,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.675,0.82,0.814,0.909,1.015878,1.015211,0.95943,0.6434062,0.394206,0.1488481,7.09E-04,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",European Free Trade Association,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0,0,0.122402,0.2387187,0.3266514,0.2854746,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",European Free Trade Association,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.00661653,0.02066069,0.05922055,0.13462508,0.31331923,0.60428661,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",European Free Trade Association,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.858,1.044,1.036,1.156,1.319971,1.452893,1.583846,1.780643,1.927161,2.041526,2.11994,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",India,iron and steel,BLASTFUR,iron and steel,BLASTFUR,15.7,20.4,23.9,38.2,47.3307,69.2191,76.75789,36.325499,9.6613961,0.45183762,1.23E-04,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",India,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0,0,11.4978,18.00634,16.10709,6.11581,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",India,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,2.44017,10.33395,23.81074,25.759389,17.92998,1.199481,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",India,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.125875,1.953917,3.361427,10.724585,10.1136934,7.321891,0.73211161,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",India,iron and steel,EAF with DRI,iron and steel,EAF with DRI,6.72,19.3,34.2,38.6,53.5104,104.1236,143.91454,156.60086,159.25376,137.3363,47.75898,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",India,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0,0,27.2065,68.5472,122.5939,210.10653,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",India,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.384604,1.263477,3.793655,7.939498,13.6900208,34.672526,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",India,iron and steel,EAF with scrap,iron and steel,EAF with scrap,2.12,6.09,10.8,12.2,16.5558,32.1262,47.20114,63.70303,82.0271,101.32998,138.54787,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Indonesia,iron and steel,BLASTFUR,iron and steel,BLASTFUR,0,0,0,2.72,4.4641,8.29759,11.186587,10.031068,6.777024,3.1948832,1.04269393,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Indonesia,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0,0,1.03722,2.481193,2.222292,1.665294,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Indonesia,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,9.10E-04,0.004632208,0.005303628,0.004661679,0.002578647,2.10E-04,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Indonesia,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,5.26E-05,7.63E-04,0.002101787,0.003917993,0.003417152,0.001986616,2.83E-04,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Indonesia,iron and steel,EAF with DRI,iron and steel,EAF with DRI,1.98,2.79,2.78,1.62,2.72338,5.621264,8.744093,9.277382,8.35152,6.154496,0.5849109,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Indonesia,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0,0,1.93595,4.47361,7.221035,8.063973,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Indonesia,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.515355,1.874899,5.112739,10.6716322,17.496567,29.063232,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Indonesia,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.624,0.882,0.879,0.512,0.842869,1.809062,3.0164357,4.101802,4.866553,4.978038,3.363054,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Japan,iron and steel,BLASTFUR,iron and steel,BLASTFUR,69.2,83.6,85.8,81.1,76.4874,69.43476,61.74364,37.11847,20.427536,6.7954025,0.026053821,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Japan,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0,0,9.40662,18.57358,17.13117,11.87629,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Japan,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.0989162,0.5670727,1.1225285,1.1697696,0.7258441,0.021942214,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Japan,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.00714583,0.09157823,0.2701086,1.12330427,1.0309411,0.63305894,0.023945607,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Japan,iron and steel,EAF with DRI,iron and steel,EAF with DRI,18.2,18.7,15.5,15.6,14.4978,12.79897,10.81833,8.486035,6.762732,4.80358,0.693788,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Japan,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0,0,1.37479,2.58875,4.400233,7.338873,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Japan,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.417382,1.32338,2.621771,3.3214802,4.597454,6.93099,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Japan,iron and steel,EAF with scrap,iron and steel,EAF with scrap,9.8,10.1,8.35,8.42,8.10994,8.41836,10.331602,13.671257,17.076167,26.05153,31.70895,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Mexico,iron and steel,BLASTFUR,iron and steel,BLASTFUR,4.78,4.5,5.16,4.98,5.29714,6.01854,6.92974,4.973946,2.946112,1.1588313,0.013071176,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Mexico,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0,0,1.83366,4.73087,7.114708,6.666243,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Mexico,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.0025237,0.01598942,0.03338584,0.043854544,0.03382045,6.29E-04,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Mexico,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,1.70E-04,0.0023045,0.007611947,0.036217895,0.038842837,0.02701372,6.12E-04,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Mexico,iron and steel,EAF with DRI,iron and steel,EAF with DRI,7.21,8.88,8.9,10.1,10.75825,12.03258,13.6014,12.242343,10.055507,6.56167,0.9544311,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Mexico,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0,0,2.11873,4.35532,6.51592,9.253754,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Mexico,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.0425019,0.1568679,0.4767111,1.06487949,2.7781733,6.3699455,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Mexico,iron and steel,EAF with scrap,iron and steel,EAF with scrap,2.28,2.81,2.81,3.18,3.30945,3.663108,4.221153,5.002545,5.712599,6.202783,7.112789,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Middle East,iron and steel,BLASTFUR,iron and steel,BLASTFUR,2.01,2.46,2.15,2.41,3.53001,5.13807,8.283067,7.603081,5.503983,2.962845,0.24371448,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Middle East,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0,0,1.88117,6.83273,13.303955,14.955615,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Middle East,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.00105872,0.009022546,0.014691998,0.019527511,0.01327663,8.27E-05,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Middle East,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,8.14E-05,9.00E-04,0.00364856,0.012440544,0.01368051,0.009127404,4.16E-05,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Middle East,iron and steel,EAF with DRI,iron and steel,EAF with DRI,5.9518,9.7166,13.5652,20.4858,25.81602,29.11711,34.63368,35.44244,34.54147,30.15879,18.87685,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Middle East,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0,0,4.20809,9.20579,15.04448,27.840638,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Middle East,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.0353129,0.1444626,0.2898088,0.50243752,0.8927795,1.6823647,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Middle East,iron and steel,EAF with scrap,iron and steel,EAF with scrap,1.87987,3.0704,4.2778,6.4822,8.03308,9.16494,11.38494,13.842732,16.407592,18.76399,22.15943,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Pakistan,iron and steel,BLASTFUR,iron and steel,BLASTFUR,0.776,0.801,0.401,0.182,0.306377,0.885217,2.1495425,4.1828193,6.653356,9.769161,13.143672,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Pakistan,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.0041116,0.04023374,0.3007196,1.242670161,2.77513544,4.7216476,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Pakistan,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,5.33E-05,5.22E-04,5.87E-04,6.11E-04,2.19E-04,5.18E-07,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Pakistan,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,1.80E-06,4.67E-05,2.28E-04,4.52E-04,4.67E-04,2.31E-04,2.06E-07,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Pakistan,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.0694,0.019,0.76,2.06,2.553,4.147479,6.903497,9.594471,12.659429,15.555302,17.278133,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Pakistan,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,2.34E-10,7.60E-10,0.977591001,2.455513,4.383385,7.115736,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Pakistan,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.00342072,0.01545679,0.03255083,0.065435807,0.10066667,0.1401416,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Pakistan,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.0219,0.006,0.24,0.65,0.768984,1.1844,1.928968,3.0055272,4.404403,5.975878,7.882559,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Russia,iron and steel,BLASTFUR,iron and steel,BLASTFUR,46.1,55.3,49,49.3,49.36749,43.88239,35.17374,17.701416,8.2203774,1.628996588,1.30E-04,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Russia,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0,0,4.94473,7.17289,5.50881,2.9347508,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Russia,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.231781,1.104985,2.098179,1.9175425,1.1386349,0.085457585,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Russia,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.0215296,0.1760345,0.4281525,1.88354637,1.6460546,1.00014797,0.108243982,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Russia,iron and steel,EAF with DRI,iron and steel,EAF with DRI,5.34,7.34,12.2,14.7,14.87489,14.81761,15.1109,10.563371,6.599503,2.393098,0.00698976,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Russia,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0,0,2.53852,4.49094,5.59059,3.710082,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Russia,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.358634,1.302363,4.013613,7.6908625,15.353256,23.092703,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",Russia,iron and steel,EAF with scrap,iron and steel,EAF with scrap,2.52,3.46,5.75,6.91,7.30371,7.7495,9.021908,10.783264,11.870986,12.54156,11.633983,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Africa,iron and steel,BLASTFUR,iron and steel,BLASTFUR,4.27,5.26,4.37,3.91,3.800269,4.97807,4.937627,2.8491101,1.256699,0.143456257,9.17E-06,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Africa,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0,0,0.794131,1.149532,0.8545897,0.4234052,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Africa,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.0333704,0.1331845,0.3342628,0.37979135,0.2536422,0.016594446,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Africa,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.0011276,0.029911227,0.066229661,0.326184791,0.31137752,0.1977389,0.016470192,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Africa,iron and steel,EAF with DRI,iron and steel,EAF with DRI,2.64,3.22,2.47,1.91,1.957722,3.370183,4.422918,4.5939151,4.501673,3.806584,0.9527514,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Africa,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0,0,0.889698,2.233916,4.066078,6.299607,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Africa,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.0169668,0.0518595,0.15936504,0.33022468,0.58322852,1.3701713,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Africa,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.834,1.02,0.78,0.602,0.61276,1.0622849,1.4184716,1.6872303,2.103236,2.727743,3.771041,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South America_Northern,iron and steel,BLASTFUR,iron and steel,BLASTFUR,3.65E-04,5.00E-04,0,0,0,0,0,2.02E-04,5.46E-04,0.001247327,0.002429369,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South America_Northern,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0,0,2.32E-05,1.36E-04,4.32E-04,0.0010735,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South America_Northern,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0,0,1.76E-06,4.42E-06,5.09E-06,2.91E-07,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South America_Northern,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0,0,0,2.10E-06,3.06E-06,2.72E-06,2.07E-07,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South America_Northern,iron and steel,EAF with DRI,iron and steel,EAF with DRI,2.66,3.73,1.68,1.02,6.76E-05,3.41E-05,1.03E-04,1.45E-05,9.53E-06,2.72E-06,1.63E-08,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South America_Northern,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0,0,2.80E-05,7.15E-05,1.12E-04,5.26E-05,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South America_Northern,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0,0,1.27E-04,4.10E-04,0.001329223,0.003768039,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South America_Northern,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.84,1.18,0.53,0.323,2.20E-05,1.24E-05,4.33E-05,4.81E-05,1.31E-04,2.76E-04,5.25E-04,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South America_Southern,iron and steel,BLASTFUR,iron and steel,BLASTFUR,1.3723,1.4915,0.706,0.8217,0.826424,1.266785,1.6485001,1.3346632,0.881854,0.4315262,0.076675295,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South America_Southern,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0,0,0.21403,0.692791,1.460991,2.0325724,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South America_Southern,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.123397,0.570932,0.915559,1.1288376,0.9382958,0.44843634,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South America_Southern,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.00436019,0.11135178,0.28279399,0.860013909,0.8820728,0.6231735,0.271308054,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South America_Southern,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.5386,0.8251,1.2784,1.7011,1.674456,2.342619,2.861833,2.7667452,2.693914,2.31969,1.038834,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South America_Southern,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0,0,0.378005,0.906435,1.590008,2.5368286,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South America_Southern,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.0649255,0.2009757,0.4353717,0.8665616,1.6697604,3.4458373,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South America_Southern,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.17043,0.2604,0.4033,0.5377,0.5354025,0.8120855,1.1046209,1.3188212,1.6442428,2.015328,2.166163,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Asia,iron and steel,BLASTFUR,iron and steel,BLASTFUR,0,0,0,0,0.0074066,0.05910054,0.1994105,0.19190014,0.13279576,0.05260927,7.52E-05,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Asia,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0,0,0.146756,0.527973,0.8983581,0.8235239,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Asia,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,3.16E-05,3.96E-04,0.001632147,0.00329342,0.002970771,3.50E-05,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Asia,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,7.73E-07,3.40E-05,2.14E-04,0.002202037,0.002894056,0.002342283,1.29E-05,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Asia,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.0208,0.0228,0.0822,0.0988,0.2651284,0.870817,1.9745534,3.0924584,4.297456,5.271868,4.195797,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Asia,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0,0,0.451129,1.272298,2.640045,6.0961304,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Asia,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,7.75E-04,0.003740507,0.013518248,0.033548392,0.063728749,0.16610363,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Asia,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.00657,0.0072,0.026,0.0312,0.0760858,0.2428559,0.55032438,1.10430112,1.9002198,3.0084735,4.77022,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Korea,iron and steel,BLASTFUR,iron and steel,BLASTFUR,22.5,26.7,34.1,48.5,49.18109,46.81894,43.41734,26.94179,15.053012,5.5085861,0.057806681,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Korea,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0,0,2.26946,3.92202,3.405581,2.288494,0,0,0,Mt
"1_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Korea,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.0712668,0.4010597,0.6553827,0.7286744,0.4675895,0.032235292,0,0,0,Mt
