IRONSTL production by tech,,,,,,,,,,,,,,,,,,,,
"1_1p5C,date=2021-20-10T07:49:36-07:00",Australia_NZ,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.869,1.266,1.111,1.017,1.192247,1.428687,1.592056,1.5040322,1.299966,0.940738,0.1943082,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Australia_NZ,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.118429,0.4168928,0.7515762,1.083128,1.7581682,2.5409936,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Australia_NZ,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.0240836,0.1257549,0.2783309,0.44238522,0.8266533,1.3867044,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Australia_NZ,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.2738,0.3992,0.3508,0.3214,0.379323,0.5348112,0.7751273,0.9639359,1.1276376,1.4775065,1.9492193,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Brazil,iron and steel,BLASTFUR,iron and steel,BLASTFUR,20.2,24.7,25.1,26.5,26.95937,23.30761,16.76806,9.304046,5.025315,1.9247024,0.231937687,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Brazil,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.628379,4.240725,10.003597,12.859802,9.632163,5.69286,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Brazil,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.0391317,0.1844179,0.3319871,0.31826134,0.19101949,0.039518964,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Brazil,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.00426969,0.30102073,0.69461473,0.726130733,0.4831311,0.2142149,0.034856075,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Brazil,iron and steel,EAF with DRI,iron and steel,EAF with DRI,3.99,5.29,5.94,5.11,5.0992,6.809031,8.006199,7.562324,6.377919,4.404476,0.8661221,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Brazil,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.664514,2.3692,4.155224,5.753285,8.528547,10.52884,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Brazil,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.267992,1.417067,3.012569,4.5163357,8.224123,14.910986,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Brazil,iron and steel,EAF with scrap,iron and steel,EAF with scrap,1.26,1.67,1.87,1.61,1.719896,2.817025,4.552332,5.6855946,6.226489,6.938992,6.59418,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Canada,iron and steel,BLASTFUR,iron and steel,BLASTFUR,8.77,8.97,7.65,6.72,7.30354,5.770039,3.403345,1.37997,0.5755635,0.152352966,5.74E-04,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Canada,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.124155,0.60787,1.3354909,1.5657897,1.0878859,0.560279,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Canada,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.00412725,0.01485401,0.02446328,0.021220255,0.009193763,6.34E-05,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Canada,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,7.26E-04,0.031180184,0.059902426,0.05845789,0.03665093,0.013624605,7.64E-05,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Canada,iron and steel,EAF with DRI,iron and steel,EAF with DRI,1.59,1.59,1.34,1.44,1.279907,0.681431,0.3835986,0.17679972,0.0678247,0.011298484,2.04E-04,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Canada,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.133058,0.3211089,0.4574743,0.5025634,0.4585405,0.16107291,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Canada,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.245279,0.908706,1.709934,2.2431122,2.942055,3.438878,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Canada,iron and steel,EAF with scrap,iron and steel,EAF with scrap,4.78,4.77,4.02,4.32,4.96058,6.75595,8.293741,9.053326,9.228812,9.448773,9.949049,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Central America and Caribbean,iron and steel,BLASTFUR,iron and steel,BLASTFUR,0.0010033,3.00E-04,4.00E-04,5.00E-04,0.113451787,0.8522293,1.986968813,3.164241,4.062555,4.651112,4.436741,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Central America and Caribbean,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.00723094,0.05763803,0.26187147,0.88193921,1.78541918,3.2483667,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Central America and Caribbean,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,5.53E-06,2.75E-05,8.18E-05,1.30E-04,3.28E-05,5.37E-07,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Central America and Caribbean,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,1.33E-06,4.24E-05,1.07E-04,1.54E-04,1.33E-04,2.59E-05,1.29E-07,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Central America and Caribbean,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.9181,0.9217,0.9016,1.0652,1.143707,1.09115,0.809633,0.4999114,0.2533118,0.05148685,0.001758845,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Central America and Caribbean,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.107896,0.3053851,0.5291933,0.7513714,0.9317771,0.8498488,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Central America and Caribbean,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.026717,0.11727,0.2746103,0.45100152,0.7297602,1.111902,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Central America and Caribbean,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.28949,0.2912,0.2849,0.3366,0.351884,0.5087981,0.6657254,0.7872168,0.9074409,0.9967229,1.1826582,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Central Asia,iron and steel,BLASTFUR,iron and steel,BLASTFUR,4.454,4.625,3.376,3.62,4.55056,0.648141,0.3566543,0.1898323,0.03973801,0.005272604,2.01E-05,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Central Asia,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.091684,0.2040605,0.4020082,0.6238874,0.4968046,0.3128573,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Central Asia,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,1.09637,1.999765,3.129109,3.45575,2.2229374,1.03214715,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Central Asia,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.151044,7.002427,8.5786269,7.5348035,4.588141,1.8074022,0.57017532,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Central Asia,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.203,0.57,1.2742,0.846,0.897268,0.21901371,0.14923234,0.22899102,0.3522767,0.2511933,0.01422583,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Central Asia,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.052661,0.08855106,0.2601999,0.66814542,1.1600582,1.2665789,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Central Asia,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.160474,0.4062726,1.3215964,3.4573501,6.9704957,9.756926,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Central Asia,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.0642,0.1802,0.4018,0.2668,0.361306,0.183139,0.2537443,0.452012,0.8444084,1.2671026,1.2662379,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",China,iron and steel,BLASTFUR,iron and steel,BLASTFUR,98.9,314,572,756,955.19,751.161,447.8922,173.6299,59.820075,12.162236,0.033137574,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",China,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,21.4527,118.0465,209.4313,169.96185,109.9091,51.31507,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",China,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,2.62769,11.44272,16.23843,11.75387,5.705887,0.20799254,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",China,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.448816,19.565929,41.99988,38.5070171,22.900687,8.5384222,0.258724811,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",China,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.922,2.09,3.32,2.37,12.749044,11.259345,10.0827731,5.766783,3.26045,0.6239353,0.011679824,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",China,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,2.86388,8.45355,12.113104,16.288285,17.805332,12.107657,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",China,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,12.7174,53.60616,94.60142,123.66619,141.61462,149.62449,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",China,iron and steel,EAF with scrap,iron and steel,EAF with scrap,17.5,39.7,63,45.1,70.6699,112.8487,195.24226,266.15947,324.4937,360.3556,356.1811,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Colombia,iron and steel,BLASTFUR,iron and steel,BLASTFUR,0.255,0.335,0.34,0.241,0.2638077,0.01962583,0.005709664,8.95E-04,5.52E-05,3.45E-06,9.87E-08,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Colombia,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.0133296,0.0321695,0.05641906,0.07313785,0.06523109,0.02854259,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Colombia,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.113452,0.2535477,0.4133713,0.4627788,0.3392021,0.091805,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Colombia,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.00644801,0.7973046,1.10073192,1.00834724,0.6398386,0.2760698,0.058216587,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Colombia,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.264,0.511,0.659,0.737,0.867087,0.783403,0.675548,0.5924623,0.5366997,0.2955134,0.0081499,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Colombia,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.0861236,0.2686297,0.6239515,1.149846,1.696882,1.7520309,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Colombia,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.0225454,0.1014957,0.3022398,0.63337268,1.2919869,2.478672,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Colombia,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.0833,0.161,0.208,0.233,0.2735175,0.3343637,0.4200961,0.6323586,0.9825758,1.3950555,1.7819403,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",EU-12,iron and steel,BLASTFUR,iron and steel,BLASTFUR,21.2339,22.6761,17.235,18.22,16.76417,13.96798,8.778292,3.960112,1.949893,0.5049922,0.002222453,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",EU-12,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.541503,2.696941,4.887871,5.0955159,3.366346,1.627187,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",EU-12,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.0496764,0.1851145,0.2810839,0.24858713,0.13435571,0.004257442,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",EU-12,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.00158788,0.31834917,0.648150841,0.62724454,0.3994295,0.163862619,0.005279529,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",EU-12,iron and steel,EAF with DRI,iron and steel,EAF with DRI,2.7214,3.42988,3.4864,3.0739,2.798276,3.291651,2.850435,2.1301197,1.596104,0.854208,0.03407298,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",EU-12,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.304091,0.724564,1.094522,1.3989165,1.95168,2.0384289,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",EU-12,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.558784,1.775156,2.503277,2.6445431,3.037921,3.450197,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",EU-12,iron and steel,EAF with scrap,iron and steel,EAF with scrap,3.46402,4.37412,4.4375,3.9061,3.66923,6.206231,8.66209,9.583585,9.727947,10.806201,11.621694,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",EU-15,iron and steel,BLASTFUR,iron and steel,BLASTFUR,89.754,97.87,84.52,82.69,85.4571,64.09442,37.33039,15.06312,6.936208,2.23836983,0.019349178,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",EU-15,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.925053,6.443303,14.54289,16.321978,11.167935,5.650374,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",EU-15,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.0343162,0.1780891,0.3204835,0.28716795,0.13637057,0.001876441,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",EU-15,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.00736247,0.2785249,0.70893036,0.75842698,0.5054782,0.212946638,0.002963706,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",EU-15,iron and steel,EAF with DRI,iron and steel,EAF with DRI,26.0359,29.5961,27.7591,25.6622,27.41358,25.22398,20.68224,15.40025,11.83407,7.38973,0.747505,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",EU-15,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,1.19398,3.655337,6.152365,7.859095,10.540062,13.178052,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",EU-15,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,1.23184,6.034283,10.256249,11.209179,11.920673,13.6564,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",EU-15,iron and steel,EAF with scrap,iron and steel,EAF with scrap,33.1483,37.682,35.3595,32.672,35.03684,39.79338,50.7847,57.13595,57.89167,60.16084,62.2741,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,BLASTFUR,28.1,34.8005,31.93,21.7,21.49692,15.78088,8.95218,3.341921,1.5098357,0.48670211,0.004912534,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.326692,2.599386,5.262877,5.6454934,3.889588,2.009952,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.0683328,0.3782694,0.6101348,0.5264608,0.29829868,0.046495116,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.00716111,0.50851267,1.34850237,1.35966311,0.878397,0.37443261,0.045542138,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,EAF with DRI,2.107,4.673,2.883,2.89,2.789496,2.753417,2.654393,2.1392961,1.589139,0.952837,0.0595603,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.194127,0.804049,1.3710784,1.6551388,2.255954,2.435753,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.0792205,0.4829629,0.9869861,1.3223277,2.2900813,3.871339,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Europe_Eastern,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.992,2.205,1.3568,1.359,1.399308,1.666504,2.502955,3.0130933,3.065719,3.523046,4.144595,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Europe_Non_EU,iron and steel,BLASTFUR,iron and steel,BLASTFUR,4.81889,6.1404,10.0829,12.7745,15.49488,12.0673,7.43471,3.341475,1.515388,0.5618799,0.00859744,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Europe_Non_EU,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.218658,1.610668,4.297838,6.1237049,6.267826,4.860225,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Europe_Non_EU,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.00862978,0.04630065,0.0967886,0.10458077,0.06635835,0.002717879,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Europe_Non_EU,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.00196777,0.06676042,0.171544526,0.197583151,0.1411709,0.06740649,0.002435877,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Europe_Non_EU,iron and steel,EAF with DRI,iron and steel,EAF with DRI,5.8117,10.6655,14.8157,14.2691,18.25794,19.62799,20.36857,18.99325,16.51753,12.90057,7.3462,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Europe_Non_EU,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.869207,2.93437,5.234891,6.942901,9.321834,13.691635,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Europe_Non_EU,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.0465082,0.2347653,0.5040722,0.68375002,0.927477,1.4718966,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Europe_Non_EU,iron and steel,EAF with scrap,iron and steel,EAF with scrap,2.73602,5.0161,6.9803,6.7237,8.32327,8.92397,9.96454,10.482694,10.544586,10.833537,11.48832,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",European Free Trade Association,iron and steel,BLASTFUR,iron and steel,BLASTFUR,0,0,0,0,0.00182243,1.18E-04,1.62E-05,2.88E-06,3.29E-07,5.41E-08,1.92E-09,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",European Free Trade Association,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,6.93E-05,2.22E-04,4.27E-04,5.72E-04,3.78E-04,7.34E-05,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",European Free Trade Association,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.00533694,0.01742899,0.03393154,0.043272077,0.03669978,0.006895918,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",European Free Trade Association,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.00159518,0.04918547,0.088471381,0.093363593,0.06724207,0.03491051,0.006048695,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",European Free Trade Association,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.675,0.82,0.814,0.909,1.015878,0.828127,0.535754,0.2877439,0.1636323,0.0457755,6.33E-04,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",European Free Trade Association,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.0539464,0.1522665,0.2472052,0.30543863,0.3279799,0.2703699,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",European Free Trade Association,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.0118213,0.06042837,0.14970687,0.25039014,0.41174597,0.5995589,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",European Free Trade Association,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.858,1.044,1.036,1.156,1.319971,1.555972,1.794281,1.946121,2.022756,2.085235,2.146157,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",India,iron and steel,BLASTFUR,iron and steel,BLASTFUR,15.7,20.4,23.9,38.2,47.3307,25.35768,9.782239,2.770055,0.4744068,0.010675464,9.46E-05,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",India,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,5.1045,13.04863,16.3823,14.18608,8.426141,2.158253,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",India,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,6.32857,16.08095,24.11692,23.9365,15.07782,1.32042,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",India,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.125875,43.480467,54.4335827,44.936375,27.3817514,11.199877,1.12574206,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",India,iron and steel,EAF with DRI,iron and steel,EAF with DRI,6.72,19.3,34.2,38.6,53.5104,86.0536,104.5201,118.51171,129.69118,114.8642,47.39405,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",India,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,8.39175,25.57316,52.66129,87.75362,138.889108,208.38659,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",India,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.523274,2.107367,4.687424,7.897974,13.9339557,32.507764,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",India,iron and steel,EAF with scrap,iron and steel,EAF with scrap,2.12,6.09,10.8,12.2,16.5558,29.79433,44.38627,62.67818,83.82401,109.77292,145.31427,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Indonesia,iron and steel,BLASTFUR,iron and steel,BLASTFUR,0,0,0,2.72,4.4641,7.08635,7.961887,7.018118,4.849652,2.3800539,0.86221005,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Indonesia,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.118207,0.6363174,1.7894377,3.1178711,2.6019144,1.859367,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Indonesia,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,1.77E-04,6.69E-04,0.001376034,0.001638019,0.001071203,1.83E-04,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Indonesia,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,5.26E-05,0.00135929,0.002787798,0.00323753,0.002433685,0.001222272,2.34E-04,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Indonesia,iron and steel,EAF with DRI,iron and steel,EAF with DRI,1.98,2.79,2.78,1.62,2.72338,5.090563,6.584513,7.061515,6.901344,5.147805,0.8976481,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Indonesia,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.663724,2.096725,3.959557,6.252216,8.799788,9.767673,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Indonesia,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.680438,3.336287,7.317745,11.132445,16.735065,26.307667,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Indonesia,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.624,0.882,0.879,0.512,0.842869,1.896412,3.0081077,3.9704569,4.806716,4.802094,3.374413,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Japan,iron and steel,BLASTFUR,iron and steel,BLASTFUR,69.2,83.6,85.8,81.1,76.4874,56.93168,34.66038,15.10841,7.687789,2.191259,0.017478312,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Japan,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,1.25361,10.30565,23.195143,27.391369,20.53689,11.97696,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Japan,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.0904024,0.5425583,0.9401942,0.8422673,0.4387126,0.015977069,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Japan,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.00714583,0.69146305,1.96752832,2.06393322,1.3638796,0.57128674,0.016593523,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Japan,iron and steel,EAF with DRI,iron and steel,EAF with DRI,18.2,18.7,15.5,15.6,14.4978,13.17995,11.181387,8.260937,6.083016,3.743697,0.640107,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Japan,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.635721,2.118572,3.341411,3.880215,5.294146,7.628932,0,0,0,Mt
"1_1p5C,date=2021-20-10T07:49:36-07:00",Japan,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.772159,3.406193,4.754981,4.592284,5.268122,6.78661,0,0,0,Mt
