hydrogen production by tech
"current_policies,date=2021-15-10T17:00:31+17:00",Brazil,H2 central production,biomass,biomass to H2,0.0,0.0,6.03507E-5,2.1637E-4,4.37604E-4,7.87288E-4,0.00116051,0.0014539,0.00175594,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Brazil,H2 central production,coal,coal chemical,0.0,0.0,3.4528E-4,0.00125087,0.00249506,0.00453608,0.00714424,0.00961425,0.0124571,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Brazil,H2 central production,electricity,electrolysis,0.0,0.0,1.77241E-6,7.39033E-6,1.70783E-5,3.41218E-5,5.70101E-5,8.36211E-5,1.13369E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Brazil,H2 central production,gas,natural gas steam reforming,0.0,0.0,4.51401E-4,0.00156102,0.00319118,0.00558586,0.00812239,0.0105759,0.0127783,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Brazil,H2 central production,nuclear,thermal splitting,0.0,0.0,6.2352E-5,2.15426E-4,4.10631E-4,6.98134E-4,0.00102392,0.00128611,0.00154763,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Brazil,H2 central production,solar,electrolysis,0.0,0.0,5.97234E-5,2.07133E-4,3.96482E-4,6.77119E-4,9.97858E-4,0.00125988,0.00152432,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Brazil,H2 central production,wind,electrolysis,0.0,0.0,4.56153E-5,1.50255E-4,2.74881E-4,4.54809E-4,6.56592E-4,8.32017E-4,0.00100272,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Brazil,H2 forecourt production,electricity,electrolysis,0.0,0.0,4.0835E-5,1.55049E-4,3.2844E-4,6.0412E-4,9.32469E-4,0.00126493,0.00158774,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Brazil,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,4.34104E-4,0.00155383,0.00321815,0.00585906,0.0089444,0.0120667,0.0153495,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Canada,H2 central production,biomass,biomass to H2,0.0,0.0,6.06101E-5,1.44012E-4,2.51736E-4,4.18478E-4,5.6979E-4,6.94342E-4,8.29337E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Canada,H2 central production,coal,coal chemical,0.0,0.0,3.76579E-4,9.0922E-4,0.00157259,0.0026427,0.00385099,0.00504827,0.00646153,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Canada,H2 central production,electricity,electrolysis,0.0,0.0,1.72401E-6,4.34094E-6,8.50133E-6,1.58894E-5,2.54974E-5,3.69424E-5,5.07217E-5,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Canada,H2 central production,gas,natural gas steam reforming,0.0,0.0,5.11307E-4,9.95202E-4,0.00181109,0.00308105,0.00436586,0.00545043,0.00623274,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Canada,H2 central production,nuclear,thermal splitting,0.0,0.0,6.1398E-5,1.40178E-4,2.29885E-4,3.60985E-4,4.90447E-4,6.01499E-4,7.18968E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Canada,H2 central production,solar,electrolysis,0.0,0.0,5.88096E-5,1.34782E-4,2.21964E-4,3.50119E-4,4.77965E-4,5.89236E-4,7.08141E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Canada,H2 central production,wind,electrolysis,0.0,0.0,3.83515E-5,8.74773E-5,1.44209E-4,2.2778E-4,3.11608E-4,3.90958E-4,4.73166E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Canada,H2 forecourt production,electricity,electrolysis,0.0,0.0,4.1511E-5,9.40298E-5,1.71867E-4,2.99445E-4,4.45479E-4,5.92745E-4,7.39735E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Canada,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,4.66075E-4,0.00100134,0.00183881,0.00320339,0.00467461,0.00607372,0.00738886,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Central America and Caribbean,H2 central production,biomass,biomass to H2,0.0,0.0,8.39981E-6,5.69809E-5,1.51867E-4,3.221E-4,5.27082E-4,7.11063E-4,9.24195E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Central America and Caribbean,H2 central production,coal,coal chemical,0.0,0.0,4.66737E-5,3.23514E-4,8.60204E-4,0.00186038,0.00330159,0.00485377,0.00689797,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Central America and Caribbean,H2 central production,electricity,electrolysis,0.0,0.0,1.60115E-7,1.2181E-6,3.38561E-6,7.85586E-6,1.52232E-5,2.48926E-5,3.85177E-5,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Central America and Caribbean,H2 central production,gas,natural gas steam reforming,0.0,0.0,7.65656E-5,4.72947E-4,0.00125934,0.0025882,0.00419111,0.00592395,0.00767169,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Central America and Caribbean,H2 central production,nuclear,thermal splitting,0.0,0.0,8.60051E-6,5.65432E-5,1.42741E-4,2.88079E-4,4.75347E-4,6.51293E-4,8.57776E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Central America and Caribbean,H2 central production,solar,electrolysis,0.0,0.0,8.23793E-6,5.43667E-5,1.37822E-4,2.79407E-4,4.63249E-4,6.38014E-4,8.44858E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Central America and Caribbean,H2 central production,wind,electrolysis,0.0,0.0,7.28989E-6,4.58242E-5,1.13064E-4,2.24983E-4,3.67707E-4,5.03374E-4,6.67239E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Central America and Caribbean,H2 forecourt production,electricity,electrolysis,0.0,0.0,4.32734E-6,3.00347E-5,7.87338E-5,1.70136E-4,3.03249E-4,4.5795E-4,6.48232E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Central America and Caribbean,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,7.43524E-5,4.91018E-4,0.00135005,0.00290606,0.00494163,0.00721074,0.00984177,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Central Asia,H2 central production,biomass,biomass to H2,0.0,0.0,1.36959E-4,4.32731E-4,8.17306E-4,0.00125262,0.00162974,0.001914,0.00214413,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Central Asia,H2 central production,coal,coal chemical,0.0,0.0,9.53399E-4,0.00313236,0.00597987,0.00940126,0.013262,0.016919,0.0205679,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Central Asia,H2 central production,electricity,electrolysis,0.0,0.0,4.11385E-6,1.4592E-5,3.20483E-5,5.56597E-5,8.20523E-5,1.0875E-4,1.33334E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Central Asia,H2 central production,gas,natural gas steam reforming,0.0,0.0,0.00132878,0.00403985,0.00765299,0.0111811,0.0138917,0.0160843,0.017379,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Central Asia,H2 central production,nuclear,thermal splitting,0.0,0.0,1.42056E-4,4.32623E-4,7.68522E-4,0.00111511,0.00145665,0.00173078,0.0019508,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Central Asia,H2 central production,solar,electrolysis,0.0,0.0,1.36067E-4,4.1597E-4,7.42042E-4,0.00108155,0.00141957,0.00169549,0.00192142,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Central Asia,H2 central production,wind,electrolysis,0.0,0.0,1.23005E-4,3.68615E-4,6.46757E-4,9.31755E-4,0.00121362,0.00144517,0.00164008,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Central Asia,H2 forecourt production,electricity,electrolysis,0.0,0.0,1.04305E-4,3.41848E-4,6.87984E-4,0.00109135,0.00147664,0.00180884,0.00205569,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Central Asia,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,0.00119941,0.00383307,0.00739725,0.0113592,0.0151107,0.0186242,0.0216306,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",China,H2 central production,biomass,biomass to H2,0.0,0.0,1.60449E-4,8.83123E-4,0.00224876,0.00403939,0.00550552,0.006565,0.00741187,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",China,H2 central production,coal,coal chemical,0.0,0.0,9.13383E-4,0.0052148,0.0132601,0.0243895,0.0359265,0.0463795,0.0566493,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",China,H2 central production,electricity,electrolysis,0.0,0.0,5.1521E-6,3.04369E-5,8.38596E-5,1.58836E-4,2.3363E-4,3.11629E-4,3.8818E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",China,H2 central production,gas,natural gas steam reforming,0.0,0.0,0.00120913,0.00652432,0.0170153,0.0299293,0.0402216,0.049515,0.0565042,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",China,H2 central production,nuclear,thermal splitting,0.0,0.0,1.50584E-4,8.25673E-4,0.00202737,0.00349378,0.00478991,0.0057937,0.00659229,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",China,H2 central production,solar,electrolysis,0.0,0.0,1.44236E-4,7.9389E-4,0.00195751,0.00338861,0.004668,0.00567558,0.00649301,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",China,H2 central production,wind,electrolysis,0.0,0.0,9.21145E-5,4.87273E-4,0.00117349,0.00201121,0.00276146,0.00345229,0.00403362,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",China,H2 forecourt production,electricity,electrolysis,0.0,0.0,1.13394E-4,6.20452E-4,0.00159541,0.00282669,0.00389186,0.00487505,0.00568434,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",China,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,8.77617E-4,0.00484682,0.0130371,0.0238389,0.033251,0.0429621,0.0516617,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Colombia,H2 central production,biomass,biomass to H2,0.0,0.0,9.04933E-6,5.13679E-5,1.07933E-4,1.81966E-4,2.61389E-4,3.40116E-4,4.27514E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Colombia,H2 central production,coal,coal chemical,0.0,0.0,5.5221E-5,3.09126E-4,6.20723E-4,0.00103442,0.00156054,0.00214294,0.00284565,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Colombia,H2 central production,electricity,electrolysis,0.0,0.0,2.85374E-7,1.81773E-6,4.35391E-6,8.04747E-6,1.28112E-5,1.92188E-5,2.75495E-5,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Colombia,H2 central production,gas,natural gas steam reforming,0.0,0.0,8.15602E-5,4.35867E-4,9.20767E-4,0.00146617,0.00200458,0.00267829,0.00331902,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Colombia,H2 central production,nuclear,thermal splitting,0.0,0.0,8.94987E-6,4.95207E-5,9.88478E-5,1.58822E-4,2.28279E-4,2.9903E-4,3.75479E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Colombia,H2 central production,solar,electrolysis,0.0,0.0,8.57257E-6,4.76144E-5,9.54419E-5,1.54041E-4,2.22469E-4,2.92933E-4,3.69825E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Colombia,H2 central production,wind,electrolysis,0.0,0.0,8.08002E-6,4.10326E-5,7.73255E-5,1.18501E-4,1.63974E-4,2.08854E-4,2.56893E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Colombia,H2 forecourt production,electricity,electrolysis,0.0,0.0,7.01238E-6,4.04304E-5,8.80219E-5,1.48302E-4,2.16684E-4,2.99692E-4,3.92872E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",Colombia,H2 forecourt production,gas,natural gas steam reforming,0.0,0.0,7.68864E-5,4.3253E-4,9.25424E-4,0.0015539,0.00227022,0.00315267,0.00412225,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",EU-12,H2 central production,biomass,biomass to H2,0.0,0.0,8.2004E-5,3.30818E-4,6.73945E-4,0.00143801,0.00237142,0.00300781,0.00357263,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",EU-12,H2 central production,coal,coal chemical,0.0,0.0,5.53396E-4,0.00225508,0.00441255,0.00928806,0.0161152,0.0218822,0.0280444,0.0,0.0,0.0,EJ,
"current_policies,date=2021-15-10T17:00:31+17:00",EU-12,H2 central production,electricity,electrolysis,0.0,0.0,2.30248E-6,9.83064E-6,2.16078E-5,4.98579E-5,9.21234E-5,1.36269E-4,1.82907E-4,0.0,0.0,0.0,EJ,
