"","region","year","input","total_energy","share","Ref","1p5","1p5 delay"
"181","Europe",2030,"electricity",1.75310984900298,27.0691543195017,NA,0.474552010417,NA
"182","Europe",2030,"electricity",2.11769306741362,20.3841834560195,NA,NA,0.431674439897
"183","Europe",2030,"electricity",2.56497024733046,17.7508002363328,0.455302744725,NA,NA
"184","Europe",2030,"gas",1.75310984900298,19.2667510941532,NA,0.33776731101449,NA
"185","Europe",2030,"gas",2.11769306741362,16.1937760661956,NA,NA,0.34293447310631
"186","Europe",2030,"gas",2.56497024733046,13.8933094687206,0.35635925424223,NA,NA
"187","Europe",2030,"hydrogen",1.75310984900298,6.43620945739198,NA,0.1128338219,NA
"188","Europe",2030,"hydrogen",2.11769306741362,2.1455000584901,NA,NA,0.045435106
"189","Europe",2030,"hydrogen",2.56497024733046,0.352763651329569,0.0090482827,NA,NA
"190","Europe",2030,"refined liquids",1.75310984900298,3.41025082401373,NA,0.05978544307149,NA
"191","Europe",2030,"refined liquids",2.11769306741362,2.61572280528653,NA,NA,0.05539298051031
"192","Europe",2030,"refined liquids",2.56497024733046,2.18982026094408,0.05616823816323,NA,NA
"193","Europe",2035,"biomass",1.42904370593504,1.53144358700215,NA,0.02188499819,NA
"194","Europe",2035,"biomass",1.6747952094904,0.820327210882123,NA,NA,0.01373880083
"195","Europe",2035,"biomass",2.53467122513144,0.420054610413936,0.01064700334,NA,NA
"196","Europe",2035,"coal",1.42904370593504,26.043028387049,NA,0.372166258,NA
"197","Europe",2035,"coal",1.6747952094904,45.7142163806976,NA,NA,0.765619506
"198","Europe",2035,"coal",2.53467122513144,65.6657564696064,1.664411034,NA,NA
"199","Europe",2035,"electricity",1.42904370593504,34.448080950743,NA,0.492278132642,NA
"200","Europe",2035,"electricity",1.6747952094904,25.6208249223834,NA,NA,0.429096348432
"201","Europe",2035,"electricity",2.53467122513144,17.7828875167282,0.450737732884,NA,NA
"202","Europe",2035,"gas",1.42904370593504,20.4131754589793,NA,0.29171319907802,NA
"203","Europe",2035,"gas",1.6747952094904,18.3323166408579,NA,NA,0.3070287608897
"204","Europe",2035,"gas",2.53467122513144,13.5022472097135,0.34223757477072,NA,NA
"205","Europe",2035,"hydrogen",1.42904370593504,13.5146739807816,NA,0.1931305979,NA
"206","Europe",2035,"hydrogen",1.6747952094904,6.28222976181155,NA,NA,0.1052144831
"207","Europe",2035,"hydrogen",2.53467122513144,0.477355085741843,0.012099382,NA,NA
"208","Europe",2035,"refined liquids",1.42904370593504,4.04959763544493,NA,0.05787052012502,NA
"209","Europe",2035,"refined liquids",1.6747952094904,3.23008508336733,NA,NA,0.0540973102387
