"","region","scenario","sector","subsector","input","technology","Units","year","value","input2"
"3606","ROW","Ref","iron and steel","EAF with DRI","coal","EAF with DRI","EJ",2040,0.38331866038,"coal"
"3607","ROW","1p5","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2040,0.21161147273817,"electricity"
"3608","ROW","1p5 delay","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2040,0.27278603262919,"electricity"
"3609","ROW","Ref","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2040,0.644747002614,"electricity"
"3610","ROW","1p5","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2040,0.09150087419,"refined liquids"
"3611","ROW","1p5 delay","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2040,0.1409981645,"refined liquids"
"3612","ROW","Ref","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2040,0.4076775739,"refined liquids"
"3613","ROW","1p5","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2040,0.26486448848557,"gas"
"3614","ROW","1p5 delay","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2040,0.4362713587251,"gas"
"3615","ROW","Ref","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2040,1.42915127983,"gas"
"3616","ROW","1p5","iron and steel","EAF with DRI","coal with CCS","EAF with DRI CCS","EJ",2040,0.115479746241,"coal with CCS"
"3617","ROW","1p5 delay","iron and steel","EAF with DRI","coal with CCS","EAF with DRI CCS","EJ",2040,0.07494274773,"coal with CCS"
"3618","ROW","1p5","iron and steel","EAF with DRI","electricity","EAF with DRI CCS","EJ",2040,0.1675496097261,"electricity"
"3619","ROW","1p5 delay","iron and steel","EAF with DRI","electricity","EAF with DRI CCS","EJ",2040,0.10718940314809,"electricity"
"3620","ROW","Ref","iron and steel","EAF with DRI","electricity","EAF with DRI CCS","EJ",2040,0.0353700802,"electricity"
"3621","ROW","1p5","iron and steel","EAF with DRI","refined liquids with CCS","EAF with DRI CCS","EJ",2040,0.10474314922,"refined liquids with CCS"
"3622","ROW","1p5 delay","iron and steel","EAF with DRI","refined liquids with CCS","EAF with DRI CCS","EJ",2040,0.0654278345,"refined liquids with CCS"
"3623","ROW","1p5","iron and steel","EAF with DRI","gas with CCS","EAF with DRI CCS","EJ",2040,0.350819847971,"gas with CCS"
"3624","ROW","1p5 delay","iron and steel","EAF with DRI","gas with CCS","EAF with DRI CCS","EJ",2040,0.237347363085,"gas with CCS"
"3625","ROW","1p5","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2040,0.526444269032,"electricity"
"3626","ROW","1p5 delay","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2040,0.47612057063573,"electricity"
"3627","ROW","Ref","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2040,0.430240229456,"electricity"
"3628","ROW","1p5","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2040,0.06419458373,"refined liquids"
"3629","ROW","1p5 delay","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2040,0.06833647097,"refined liquids"
"3630","ROW","Ref","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2040,0.04334938372,"refined liquids"
"3631","ROW","1p5","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2040,0.28609443036,"electricity"
"3632","ROW","1p5 delay","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2040,0.20856734473055,"electricity"
"3633","ROW","Ref","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2040,0.131172430308,"electricity"
"3634","ROW","1p5","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","EJ",2040,0.724350007438,"hydrogen"
"3635","ROW","1p5 delay","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","EJ",2040,0.559423542027213,"hydrogen"
"3636","ROW","Ref","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","EJ",2040,0.18047870128,"hydrogen"
"3637","ROW","1p5","iron and steel","BLASTFUR","biomass","Biomass-based","EJ",2045,0.019764310382409,"biomass"
"3638","ROW","1p5 delay","iron and steel","BLASTFUR","biomass","Biomass-based","EJ",2045,0.03810371427598,"biomass"
"3639","ROW","Ref","iron and steel","BLASTFUR","biomass","Biomass-based","EJ",2045,0.17705736458836,"biomass"
"3640","ROW","1p5","iron and steel","BLASTFUR","electricity","Biomass-based","EJ",2045,0.000645777775761,"electricity"
"3641","ROW","1p5 delay","iron and steel","BLASTFUR","electricity","Biomass-based","EJ",2045,0.001244996103767,"electricity"
"3642","ROW","Ref","iron and steel","BLASTFUR","electricity","Biomass-based","EJ",2045,0.005785162051744,"electricity"
"3643","ROW","1p5","iron and steel","BLASTFUR","refined liquids","Biomass-based","EJ",2045,0.0000117795837,"refined liquids"
"3644","ROW","1p5 delay","iron and steel","BLASTFUR","refined liquids","Biomass-based","EJ",2045,0.000022710249204,"refined liquids"
"3645","ROW","Ref","iron and steel","BLASTFUR","refined liquids","Biomass-based","EJ",2045,0.000105530074197,"refined liquids"
"3646","ROW","1p5","iron and steel","BLASTFUR","gas","Biomass-based","EJ",2045,0.0000117795837,"gas"
"3647","ROW","1p5 delay","iron and steel","BLASTFUR","gas","Biomass-based","EJ",2045,0.000022710249204,"gas"
"3648","ROW","Ref","iron and steel","BLASTFUR","gas","Biomass-based","EJ",2045,0.000105530074197,"gas"
"3649","ROW","1p5","iron and steel","BLASTFUR","coal","BLASTFUR","EJ",2045,0.023197201264523,"coal"
"3650","ROW","1p5 delay","iron and steel","BLASTFUR","coal","BLASTFUR","EJ",2045,0.10821385770756,"coal"
"3651","ROW","Ref","iron and steel","BLASTFUR","coal","BLASTFUR","EJ",2045,3.9836246738094,"coal"
"3652","ROW","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2045,0.034668014508435,"electricity"
"3653","ROW","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2045,0.04123974665694,"electricity"
"3654","ROW","Ref","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2045,0.3854301744,"electricity"
"3655","ROW","1p5","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2045,0.000295187670488,"refined liquids"
"3656","ROW","1p5 delay","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2045,0.000546838433153,"refined liquids"
"3657","ROW","Ref","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2045,0.0047922760636,"refined liquids"
"3658","ROW","1p5","iron and steel","BLASTFUR","gas","BLASTFUR","EJ",2045,0.000319697647474,"gas"
"3659","ROW","1p5 delay","iron and steel","BLASTFUR","gas","BLASTFUR","EJ",2045,0.000350194425712,"gas"
"3660","ROW","Ref","iron and steel","BLASTFUR","gas","BLASTFUR","EJ",2045,0.00228267383398,"gas"
"3661","ROW","1p5","iron and steel","BLASTFUR","coal with CCS","BLASTFUR CCS","EJ",2045,1.263576365221,"coal with CCS"
"3662","ROW","1p5 delay","iron and steel","BLASTFUR","coal with CCS","BLASTFUR CCS","EJ",2045,1.24803116102,"coal with CCS"
"3663","ROW","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR CCS","EJ",2045,0.14695291419822,"electricity"
"3664","ROW","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR CCS","EJ",2045,0.136172164118926,"electricity"
"3665","ROW","Ref","iron and steel","BLASTFUR","electricity","BLASTFUR CCS","EJ",2045,0.000060569927594,"electricity"
"3666","ROW","1p5","iron and steel","BLASTFUR","refined liquids with CCS","BLASTFUR CCS","EJ",2045,0.001906139547002,"refined liquids with CCS"
"3667","ROW","1p5 delay","iron and steel","BLASTFUR","refined liquids with CCS","BLASTFUR CCS","EJ",2045,0.001569733374922,"refined liquids with CCS"
"3668","ROW","1p5","iron and steel","BLASTFUR","gas with CCS","BLASTFUR CCS","EJ",2045,0.000746807790417,"gas with CCS"
"3669","ROW","1p5 delay","iron and steel","BLASTFUR","gas with CCS","BLASTFUR CCS","EJ",2045,0.000715692596199,"gas with CCS"
"3670","ROW","Ref","iron and steel","BLASTFUR","gas with CCS","BLASTFUR CCS","EJ",2045,0.00000072245488,"gas with CCS"
"3671","ROW","1p5","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","EJ",2045,0.03836597436654,"coal"
"3672","ROW","1p5 delay","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","EJ",2045,0.099363926542661,"coal"
"3673","ROW","Ref","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","EJ",2045,0.293110171090598,"coal"
"3674","ROW","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","EJ",2045,0.001539929705934,"electricity"
"3675","ROW","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","EJ",2045,0.003988262359815,"electricity"
"3676","ROW","Ref","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","EJ",2045,0.011764837771914,"electricity"
"3677","ROW","1p5","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","EJ",2045,0.009266829940791,"hydrogen"
"3678","ROW","1p5 delay","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","EJ",2045,0.024000161754361,"hydrogen"
"3679","ROW","Ref","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","EJ",2045,0.070797238395864,"hydrogen"
"3680","ROW","1p5","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","EJ",2045,0.000028090360726,"refined liquids"
"3681","ROW","1p5 delay","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","EJ",2045,0.000072751771039,"refined liquids"
"3682","ROW","Ref","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","EJ",2045,0.000214608449083,"refined liquids"
"3683","ROW","1p5","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","EJ",2045,0.000028090360726,"gas"
"3684","ROW","1p5 delay","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","EJ",2045,0.000072751771039,"gas"
"3685","ROW","Ref","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","EJ",2045,0.000214608449083,"gas"
"3686","ROW","1p5","iron and steel","EAF with DRI","coal","EAF with DRI","EJ",2045,0.056526406822183,"coal"
"3687","ROW","1p5 delay","iron and steel","EAF with DRI","coal","EAF with DRI","EJ",2045,0.09038262027381,"coal"
"3688","ROW","Ref","iron and steel","EAF with DRI","coal","EAF with DRI","EJ",2045,0.4204151242,"coal"
"3689","ROW","1p5","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2045,0.152269086915446,"electricity"
"3690","ROW","1p5 delay","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2045,0.187735588827554,"electricity"
"3691","ROW","Ref","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2045,0.762960624212,"electricity"
"3692","ROW","1p5","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2045,0.04428333079424,"refined liquids"
"3693","ROW","1p5 delay","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2045,0.068355996835,"refined liquids"
"3694","ROW","Ref","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2045,0.4548978478,"refined liquids"
"3695","ROW","1p5","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2045,0.116050214053749,"gas"
"3696","ROW","1p5 delay","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2045,0.20011877018073,"gas"
"3697","ROW","Ref","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2045,1.57626680963,"gas"
"3698","ROW","1p5","iron and steel","EAF with DRI","coal with CCS","EAF with DRI CCS","EJ",2045,0.154389878651,"coal with CCS"
"3699","ROW","1p5 delay","iron and steel","EAF with DRI","coal with CCS","EAF with DRI CCS","EJ",2045,0.13481717031,"coal with CCS"
"3700","ROW","1p5","iron and steel","EAF with DRI","electricity","EAF with DRI CCS","EJ",2045,0.24999807109957,"electricity"
"3701","ROW","1p5 delay","iron and steel","EAF with DRI","electricity","EAF with DRI CCS","EJ",2045,0.2077774392612,"electricity"
"3702","ROW","Ref","iron and steel","EAF with DRI","electricity","EAF with DRI CCS","EJ",2045,0.083611462,"electricity"
"3703","ROW","1p5","iron and steel","EAF with DRI","refined liquids with CCS","EAF with DRI CCS","EJ",2045,0.13329129605,"refined liquids with CCS"
"3704","ROW","1p5 delay","iron and steel","EAF with DRI","refined liquids with CCS","EAF with DRI CCS","EJ",2045,0.1085318431,"refined liquids with CCS"
"3705","ROW","1p5","iron and steel","EAF with DRI","gas with CCS","EAF with DRI CCS","EJ",2045,0.4035437355419,"gas with CCS"
"3706","ROW","1p5 delay","iron and steel","EAF with DRI","gas with CCS","EAF with DRI CCS","EJ",2045,0.380510896068,"gas with CCS"
"3707","ROW","1p5","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2045,0.694711724593,"electricity"
"3708","ROW","1p5 delay","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2045,0.681776591478,"electricity"
"3709","ROW","Ref","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2045,0.540348822035,"electricity"
"3710","ROW","1p5","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2045,0.09439805475,"refined liquids"
"3711","ROW","1p5 delay","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2045,0.11392573596,"refined liquids"
"3712","ROW","Ref","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2045,0.04917197719,"refined liquids"
"3713","ROW","1p5","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2045,0.423161162762,"electricity"
"3714","ROW","1p5 delay","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2045,0.346376110971,"electricity"
"3715","ROW","Ref","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2045,0.222137720593,"electricity"
"3716","ROW","1p5","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","EJ",2045,0.90337481018,"hydrogen"
"3717","ROW","1p5 delay","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","EJ",2045,0.75970828632,"hydrogen"
"3718","ROW","Ref","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","EJ",2045,0.25422468946,"hydrogen"
"3719","ROW","1p5","iron and steel","BLASTFUR","biomass","Biomass-based","EJ",2050,0.002592530558344,"biomass"
"3720","ROW","1p5 delay","iron and steel","BLASTFUR","biomass","Biomass-based","EJ",2050,0.003766837252224,"biomass"
"3721","ROW","Ref","iron and steel","BLASTFUR","biomass","Biomass-based","EJ",2050,0.188213567614149,"biomass"
"3722","ROW","1p5","iron and steel","BLASTFUR","electricity","Biomass-based","EJ",2050,0.00008470732555,"electricity"
"3723","ROW","1p5 delay","iron and steel","BLASTFUR","electricity","Biomass-based","EJ",2050,0.000123076828405,"electricity"
"3724","ROW","Ref","iron and steel","BLASTFUR","electricity","Biomass-based","EJ",2050,0.006149675421666,"electricity"
"3725","ROW","1p5","iron and steel","BLASTFUR","refined liquids","Biomass-based","EJ",2050,0.000001544679236,"refined liquids"
"3726","ROW","1p5 delay","iron and steel","BLASTFUR","refined liquids","Biomass-based","EJ",2050,0.0000022445936,"refined liquids"
"3727","ROW","Ref","iron and steel","BLASTFUR","refined liquids","Biomass-based","EJ",2050,0.000112179413552,"refined liquids"
"3728","ROW","1p5","iron and steel","BLASTFUR","gas","Biomass-based","EJ",2050,0.000001544679236,"gas"
"3729","ROW","1p5 delay","iron and steel","BLASTFUR","gas","Biomass-based","EJ",2050,0.0000022445936,"gas"
"3730","ROW","Ref","iron and steel","BLASTFUR","gas","Biomass-based","EJ",2050,0.000112179413552,"gas"
"3731","ROW","1p5","iron and steel","BLASTFUR","coal","BLASTFUR","EJ",2050,0.002453286211724,"coal"
"3732","ROW","1p5 delay","iron and steel","BLASTFUR","coal","BLASTFUR","EJ",2050,0.002773711663185,"coal"
"3733","ROW","Ref","iron and steel","BLASTFUR","coal","BLASTFUR","EJ",2050,3.8902229801304,"coal"
"3734","ROW","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2050,0.059973729327028,"electricity"
"3735","ROW","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2050,0.05662197721934,"electricity"
"3736","ROW","Ref","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2050,0.3820433019,"electricity"
"3737","ROW","1p5","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2050,0.000137592511108,"refined liquids"
"3738","ROW","1p5 delay","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2050,0.000149515528635,"refined liquids"
"3739","ROW","Ref","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2050,0.0050779382119,"refined liquids"
"3740","ROW","1p5","iron and steel","BLASTFUR","gas","BLASTFUR","EJ",2050,0.000401417013473,"gas"
"3741","ROW","1p5 delay","iron and steel","BLASTFUR","gas","BLASTFUR","EJ",2050,0.000404726190163,"gas"
"3742","ROW","Ref","iron and steel","BLASTFUR","gas","BLASTFUR","EJ",2050,0.00222761114151,"gas"
"3743","ROW","1p5","iron and steel","BLASTFUR","coal with CCS","BLASTFUR CCS","EJ",2050,0.62499732903247,"coal with CCS"
"3744","ROW","1p5 delay","iron and steel","BLASTFUR","coal with CCS","BLASTFUR CCS","EJ",2050,0.59887107289024,"coal with CCS"
"3745","ROW","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR CCS","EJ",2050,0.105005612117105,"electricity"
"3746","ROW","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR CCS","EJ",2050,0.100938154083809,"electricity"
"3747","ROW","Ref","iron and steel","BLASTFUR","electricity","BLASTFUR CCS","EJ",2050,0.000072685833311,"electricity"
"3748","ROW","1p5","iron and steel","BLASTFUR","refined liquids with CCS","BLASTFUR CCS","EJ",2050,0.001694814510252,"refined liquids with CCS"
"3749","ROW","1p5 delay","iron and steel","BLASTFUR","refined liquids with CCS","BLASTFUR CCS","EJ",2050,0.001551291184116,"refined liquids with CCS"
"3750","ROW","1p5","iron and steel","BLASTFUR","gas with CCS","BLASTFUR CCS","EJ",2050,0.000491173451829,"gas with CCS"
"3751","ROW","1p5 delay","iron and steel","BLASTFUR","gas with CCS","BLASTFUR CCS","EJ",2050,0.00047983743719,"gas with CCS"
"3752","ROW","Ref","iron and steel","BLASTFUR","gas with CCS","BLASTFUR CCS","EJ",2050,0.00000094194171,"gas with CCS"
"3753","ROW","1p5","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","EJ",2050,0.008306057392721,"coal"
"3754","ROW","1p5 delay","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","EJ",2050,0.013730993655853,"coal"
"3755","ROW","Ref","iron and steel","BLASTFUR","coal","BLASTFUR with hydrogen","EJ",2050,0.34873159529241,"coal"
"3756","ROW","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","EJ",2050,0.00033338759009,"electricity"
"3757","ROW","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","EJ",2050,0.000551133785671,"electricity"
"3758","ROW","Ref","iron and steel","BLASTFUR","electricity","BLASTFUR with hydrogen","EJ",2050,0.0139973713317,"electricity"
"3759","ROW","1p5","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","EJ",2050,0.002006222207499,"hydrogen"
"3760","ROW","1p5 delay","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","EJ",2050,0.003316557929434,"hydrogen"
"3761","ROW","Ref","iron and steel","BLASTFUR","hydrogen","BLASTFUR with hydrogen","EJ",2050,0.08423188894447,"hydrogen"
"3762","ROW","1p5","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","EJ",2050,0.000006080666377,"refined liquids"
"3763","ROW","1p5 delay","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","EJ",2050,0.000010052819862,"refined liquids"
"3764","ROW","Ref","iron and steel","BLASTFUR","refined liquids","BLASTFUR with hydrogen","EJ",2050,0.000255333366998,"refined liquids"
"3765","ROW","1p5","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","EJ",2050,0.000006080666377,"gas"
"3766","ROW","1p5 delay","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","EJ",2050,0.000010052819862,"gas"
"3767","ROW","Ref","iron and steel","BLASTFUR","gas","BLASTFUR with hydrogen","EJ",2050,0.000255333366998,"gas"
"3768","ROW","1p5","iron and steel","EAF with DRI","coal","EAF with DRI","EJ",2050,0.007344420656684,"coal"
"3769","ROW","1p5 delay","iron and steel","EAF with DRI","coal","EAF with DRI","EJ",2050,0.004746610804302,"coal"
"3770","ROW","Ref","iron and steel","EAF with DRI","coal","EAF with DRI","EJ",2050,0.4543161701,"coal"
"3771","ROW","1p5","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2050,0.122916697404895,"electricity"
"3772","ROW","1p5 delay","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2050,0.105781235089706,"electricity"
"3773","ROW","Ref","iron and steel","EAF with DRI","electricity","EAF with DRI","EJ",2050,0.896269950055,"electricity"
"3774","ROW","1p5","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2050,0.007737853099459,"refined liquids"
"3775","ROW","1p5 delay","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2050,0.006270622691444,"refined liquids"
"3776","ROW","Ref","iron and steel","EAF with DRI","refined liquids","EAF with DRI","EJ",2050,0.4905070004,"refined liquids"
"3777","ROW","1p5","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2050,0.020642712176304,"gas"
"3778","ROW","1p5 delay","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2050,0.015753694812955,"gas"
"3779","ROW","Ref","iron and steel","EAF with DRI","gas","EAF with DRI","EJ",2050,1.72338739267,"gas"
"3780","ROW","1p5","iron and steel","EAF with DRI","coal with CCS","EAF with DRI CCS","EJ",2050,0.17186376510037,"coal with CCS"
"3781","ROW","1p5 delay","iron and steel","EAF with DRI","coal with CCS","EAF with DRI CCS","EJ",2050,0.15931847129708,"coal with CCS"
"3782","ROW","1p5","iron and steel","EAF with DRI","electricity","EAF with DRI CCS","EJ",2050,0.321166604952457,"electricity"
"3783","ROW","1p5 delay","iron and steel","EAF with DRI","electricity","EAF with DRI CCS","EJ",2050,0.294145978732025,"electricity"
"3784","ROW","Ref","iron and steel","EAF with DRI","electricity","EAF with DRI CCS","EJ",2050,0.16615585,"electricity"
"3785","ROW","1p5","iron and steel","EAF with DRI","refined liquids with CCS","EAF with DRI CCS","EJ",2050,0.14315890782,"refined liquids with CCS"
"3786","ROW","1p5 delay","iron and steel","EAF with DRI","refined liquids with CCS","EAF with DRI CCS","EJ",2050,0.127806821914,"refined liquids with CCS"
"3787","ROW","1p5","iron and steel","EAF with DRI","gas with CCS","EAF with DRI CCS","EJ",2050,0.39932654730556,"gas with CCS"
"3788","ROW","1p5 delay","iron and steel","EAF with DRI","gas with CCS","EAF with DRI CCS","EJ",2050,0.365548430701716,"gas with CCS"
"3789","ROW","1p5","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2050,0.8002760965961,"electricity"
"3790","ROW","1p5 delay","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2050,0.7985321929842,"electricity"
"3791","ROW","Ref","iron and steel","EAF with scrap","electricity","EAF with scrap","EJ",2050,0.683272675432,"electricity"
"3792","ROW","1p5","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2050,0.08148547988,"refined liquids"
"3793","ROW","1p5 delay","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2050,0.08160394594,"refined liquids"
"3794","ROW","Ref","iron and steel","EAF with scrap","refined liquids","EAF with scrap","EJ",2050,0.05350640049,"refined liquids"
"3795","ROW","1p5","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2050,0.640330023315,"electricity"
"3796","ROW","1p5 delay","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2050,0.643724115243,"electricity"
"3797","ROW","Ref","iron and steel","EAF with DRI","electricity","Hydrogen-based DRI","EJ",2050,0.356130118791,"electricity"
"3798","ROW","1p5","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","EJ",2050,1.298309758543,"hydrogen"
"3799","ROW","1p5 delay","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","EJ",2050,1.3375122609,"hydrogen"
"3800","ROW","Ref","iron and steel","EAF with DRI","hydrogen","Hydrogen-based DRI","EJ",2050,0.351937648626,"hydrogen"
"3801","South Korea","1p5","iron and steel","BLASTFUR","biomass","Biomass-based","EJ",2015,0,"biomass"
"3802","South Korea","1p5 delay","iron and steel","BLASTFUR","biomass","Biomass-based","EJ",2015,0,"biomass"
"3803","South Korea","Ref","iron and steel","BLASTFUR","biomass","Biomass-based","EJ",2015,0,"biomass"
"3804","South Korea","1p5","iron and steel","BLASTFUR","electricity","Biomass-based","EJ",2015,0,"electricity"
"3805","South Korea","1p5 delay","iron and steel","BLASTFUR","electricity","Biomass-based","EJ",2015,0,"electricity"
"3806","South Korea","Ref","iron and steel","BLASTFUR","electricity","Biomass-based","EJ",2015,0,"electricity"
"3807","South Korea","1p5","iron and steel","BLASTFUR","refined liquids","Biomass-based","EJ",2015,0,"refined liquids"
"3808","South Korea","1p5 delay","iron and steel","BLASTFUR","refined liquids","Biomass-based","EJ",2015,0,"refined liquids"
"3809","South Korea","Ref","iron and steel","BLASTFUR","refined liquids","Biomass-based","EJ",2015,0,"refined liquids"
"3810","South Korea","1p5","iron and steel","BLASTFUR","gas","Biomass-based","EJ",2015,0,"gas"
"3811","South Korea","1p5 delay","iron and steel","BLASTFUR","gas","Biomass-based","EJ",2015,0,"gas"
"3812","South Korea","Ref","iron and steel","BLASTFUR","gas","Biomass-based","EJ",2015,0,"gas"
"3813","South Korea","1p5","iron and steel","BLASTFUR","coal","BLASTFUR","EJ",2015,0.828356,"coal"
"3814","South Korea","1p5 delay","iron and steel","BLASTFUR","coal","BLASTFUR","EJ",2015,0.828356,"coal"
"3815","South Korea","Ref","iron and steel","BLASTFUR","coal","BLASTFUR","EJ",2015,0.828356,"coal"
"3816","South Korea","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2015,0.0912818,"electricity"
"3817","South Korea","1p5 delay","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2015,0.0912818,"electricity"
"3818","South Korea","Ref","iron and steel","BLASTFUR","electricity","BLASTFUR","EJ",2015,0.0912818,"electricity"
"3819","South Korea","1p5","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2015,0.00006305,"refined liquids"
"3820","South Korea","1p5 delay","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2015,0.00006305,"refined liquids"
"3821","South Korea","Ref","iron and steel","BLASTFUR","refined liquids","BLASTFUR","EJ",2015,0.00006305,"refined liquids"
"3822","South Korea","1p5","iron and steel","BLASTFUR","gas","BLASTFUR","EJ",2015,0.0002037,"gas"
"3823","South Korea","1p5 delay","iron and steel","BLASTFUR","gas","BLASTFUR","EJ",2015,0.0002037,"gas"
"3824","South Korea","Ref","iron and steel","BLASTFUR","gas","BLASTFUR","EJ",2015,0.0002037,"gas"
"3825","South Korea","1p5","iron and steel","BLASTFUR","coal with CCS","BLASTFUR CCS","EJ",2015,0,"coal with CCS"
"3826","South Korea","1p5 delay","iron and steel","BLASTFUR","coal with CCS","BLASTFUR CCS","EJ",2015,0,"coal with CCS"
"3827","South Korea","1p5","iron and steel","BLASTFUR","electricity","BLASTFUR CCS","EJ",2015,0,"electricity"
