"","scenario","region","year","value"
"124","1p5 delay","US",2030,5210.30317695644
"125","1p5 delay","US",2035,4019.48996368067
"126","1p5 delay","US",2040,2572.59015094777
"127","1p5 delay","US",2045,1080.36073404145
"128","1p5 delay","US",2050,-516.725290703757
"129","Ref","China",2015,10827.6925587328
"130","Ref","China",2020,12769.9898806697
"131","Ref","China",2025,13850.9106528607
"132","Ref","China",2030,14268.9486406691
"133","Ref","China",2035,14270.3500470897
"134","Ref","China",2040,14025.289348872
"135","Ref","China",2045,13605.2651011102
"136","Ref","China",2050,12997.5710622845
"137","Ref","EU-27",2015,3513.08163767636
"138","Ref","EU-27",2020,3445.86527074433
"139","Ref","EU-27",2025,3653.00785432628
"140","Ref","EU-27",2030,3652.85049862668
"141","Ref","EU-27",2035,3648.94768676074
"142","Ref","EU-27",2040,3608.95291438743
"143","Ref","EU-27",2045,3677.09021746423
"144","Ref","EU-27",2050,3676.31624281432
"145","Ref","Global",2015,38837.9169936232
"146","Ref","Global",2020,37887.4015789925
"147","Ref","Global",2025,41849.3114333166
"148","Ref","Global",2030,44064.267699417
"149","Ref","Global",2035,45634.4910796131
"150","Ref","Global",2040,46726.8906108955
"151","Ref","Global",2045,47994.282737875
"152","Ref","Global",2050,48789.9074380621
"153","Ref","India",2015,2295.77663268124
"154","Ref","India",2020,2667.45572631585
"155","Ref","India",2025,3705.69142023966
"156","Ref","India",2030,4473.9134179471
"157","Ref","India",2035,5253.83314617624
"158","Ref","India",2040,5980.19453028932
"159","Ref","India",2045,6587.32339869327
"160","Ref","India",2050,7152.19503326755
"161","Ref","Japan",2015,1190.1522055095
"162","Ref","Japan",2020,1161.24901912063
"163","Ref","Japan",2025,1188.63478532347
"164","Ref","Japan",2030,1163.20555115577
"165","Ref","Japan",2035,1126.75326648252
"166","Ref","Japan",2040,1082.73149751464
"167","Ref","Japan",2045,1055.05573434894
"168","Ref","Japan",2050,1022.20526527408
"169","Ref","ROW",2015,15484.113026686
"170","Ref","ROW",2020,12253.3870542074
"171","Ref","ROW",2025,13571.135037025
"172","Ref","ROW",2030,14566.9011008809
"173","Ref","ROW",2035,15358.6614890526
"174","Ref","ROW",2040,16061.2974764199
"175","Ref","ROW",2045,17025.2157240881
"176","Ref","ROW",2050,17870.8113809544
"177","Ref","South Korea",2015,663.8723379112
"178","Ref","South Korea",2020,691.306246711666
"179","Ref","South Korea",2025,718.011573503033
"180","Ref","South Korea",2030,726.2792446492
"181","Ref","South Korea",2035,721.624803685867
"182","Ref","South Korea",2040,705.68209088014
"183","Ref","South Korea",2045,682.930941090574
"184","Ref","South Korea",2050,655.267394762273
"185","Ref","US",2015,4863.22859442611
"186","Ref","US",2020,4898.14838122296
"187","Ref","US",2025,5161.92011003847
"188","Ref","US",2030,5212.16924548828
"189","Ref","US",2035,5254.32064036539
"190","Ref","US",2040,5262.74275253209
"191","Ref","US",2045,5361.40162107975
"192","Ref","US",2050,5415.54105870494
