elec gen by gen tech
scenario,region,subsector,output,technology,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Western,biomass,electricity,biomass (conv),1.692E-4,6.15601E-4,7.74E-4,9.19809E-4,8.24229E-6,0.00159104,0.00653461,0.0132539,0.0223106,0.034898,0.0521111,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Western,coal,electricity,coal (IGCC),0.0,0.0,0.0,0.0,0.0,1.98296E-4,8.81473E-4,0.00196259,0.0036477,0.0063885,0.0106759,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Western,coal,electricity,coal (conv pul),4.69071E-4,0.00274718,0.0037114,8.52852E-4,7.60683E-4,0.00134975,0.00322131,0.00595903,0.00998263,0.0161999,0.0255751,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Western,gas,electricity,gas (CC),0.00903386,0.0270923,0.0,0.00812845,0.00680919,0.0290255,0.13527,0.334285,0.651866,1.15066,1.8719,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Western,gas,electricity,gas (steam/CT),0.0176242,0.0462291,0.0966987,0.144202,0.116666,0.134519,0.193991,0.248696,0.290477,0.328551,0.365588,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Western,geothermal,electricity,geothermal,0.0,0.0,0.0,0.0,0.0,0.00352338,0.0174984,0.0380135,0.0640916,0.0950534,0.125967,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Western,hydro,electricity,hydro,0.0804331,0.108752,0.114311,0.11812,0.158741,0.203657,0.246425,0.289193,0.331962,0.37473,0.417498,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Western,nuclear,electricity,Gen_III,0.0,0.0,0.0,0.0,0.0,1.51991E-4,6.10915E-4,0.00124789,0.00212107,0.0033679,0.00508189,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Western,refined liquids,electricity,refined liquids (CC),0.0,0.0,0.0,0.0,0.0,0.00573239,0.0289343,0.0626661,0.116334,0.188836,0.273772,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Western,refined liquids,electricity,refined liquids (steam/CT),0.0167248,0.0221465,0.0330202,0.0400952,0.0245832,0.0232599,0.0311647,0.0367919,0.0426332,0.0452057,0.0468757,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Western,rooftop_pv,elect_td_bld,rooftop_pv,0.0,0.0,0.0,0.0,0.0103141,0.038521,0.0652048,0.107241,0.178976,0.291265,0.456578,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Western,solar,electricity,CSP_storage,0.0,0.0,0.0,0.0,0.0,5.45834E-6,7.5678E-5,3.95581E-4,0.00149242,0.00458226,0.0117267,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Western,solar,electricity,PV,0.0,1.95E-5,1.518E-4,0.0023911,0.00235918,0.009449599999999999,0.0374081,0.0796308,0.138846,0.22281499999999999,0.341018,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Western,solar,electricity,PV_storage,0.0,0.0,0.0,0.0,0.0,5.92335E-6,6.563074999999999E-5,3.1100375E-4,0.0011233167500000001,0.00342154675,0.00881582675,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Western,wind,electricity,wind,0.0,9.00002E-6,2.87E-5,2.848E-4,2.80998E-4,0.00695544,0.03257094,0.07102384,0.12319424000000001,0.19711754,0.30003354,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Western,wind,electricity,wind_offshore,0.0,0.0,0.0,0.0,0.0,1.87231E-4,0.002752811,0.013124811,0.042834011000000005,0.107803311,0.21412208,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Western,wind,electricity,wind_storage,0.0,0.0,0.0,0.0,0.0,2.50052E-5,2.165792E-4,7.343832E-4,0.0019081932,0.0044401931999999995,0.0094573332,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Argentina,biomass,electricity,biomass (IGCC),0.0,0.0,0.0,0.0,0.0,4.66182E-4,0.00108415,0.00176569,0.00239206,0.00288228,0.00333315,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Argentina,biomass,electricity,biomass (conv),3.852E-4,0.0046332,0.007902,0.00769681,0.00687392,0.00773182,0.00874651,0.00961788,0.0096692,0.00906692,0.00870563,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Argentina,coal,electricity,coal (IGCC),0.0,0.0,0.0,0.0,0.0,7.36358E-4,0.00163917,0.00257278,0.00344255,0.00421156,0.0049321,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Argentina,coal,electricity,coal (conv pul),0.002376,0.007848,0.0108468,0.0118908,0.0128934,0.0147066,0.016511,0.0179153,0.018754,0.0190806,0.0192288,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Argentina,gas,electricity,gas (CC),0.0177333,0.154733,0.0793615,0.0813472,0.0881573,0.125303,0.185623,0.262787,0.345568,0.426231,0.50272,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Argentina,gas,electricity,gas (steam/CT),0.0538059,0.0444407,0.146031,0.175574,0.165818,0.183112,0.198069,0.203132,0.197994,0.188078,0.176466,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Argentina,geothermal,electricity,geothermal,0.0,0.0,0.0,0.0,0.00124534,0.00570849,0.0129706,0.0214847,0.0298722,0.0374409,0.0433815,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Argentina,hydro,electricity,hydro,0.0643536,0.122414,0.120913,0.13694,0.141161,0.145383,0.149604,0.153825,0.158046,0.162267,0.166488,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Argentina,nuclear,electricity,Gen_III,0.0,0.0,0.0,0.0,0.00141833,0.00440776,0.00834169,0.0126003,0.0168574,0.0208204,0.024687,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Argentina,nuclear,electricity,Gen_II_LWR,0.0262116,0.0247428,0.0258156,0.0257004,0.0237508,0.0226368,0.021012,0.0187885,0.0159974,0.0128502,0.00970289,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Argentina,refined liquids,electricity,refined liquids (CC),0.0,0.0,0.0,0.0,0.00507091,0.0155597,0.0285572,0.0402246,0.0469749,0.0468263,0.0442464,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Argentina,refined liquids,electricity,refined liquids (steam/CT),0.0177984,0.0206856,0.0599868,0.0804853,0.0467309,0.0445082,0.0402076,0.0350845,0.0298165,0.0234533,0.0185503,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Argentina,rooftop_pv,elect_td_bld,rooftop_pv,0.0,0.0,0.0,0.0,0.00304222,0.0146232,0.0230211,0.024376,0.0241118,0.0243615,0.026169,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Argentina,solar,electricity,CSP_storage,0.0,0.0,0.0,0.0,6.57416E-7,6.96502E-6,3.46529E-5,1.23265E-4,3.26501E-4,6.74606E-4,0.0012031,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Argentina,solar,electricity,PV,0.0,0.0,0.0,5.4E-5,8.44532E-4,0.005942772000000001,0.016330372000000003,0.028255272000000005,0.039012572,0.047977702,0.05513094,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Argentina,solar,electricity,PV_storage,0.0,0.0,0.0,0.0,5.19126E-7,3.3390360000000003E-6,1.3038036E-5,4.1038836E-5,1.03047836E-4,2.09717836E-4,3.7379671E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Argentina,wind,electricity,wind,0.0,2.7E-4,9.0E-5,0.0021564,0.00610938,0.02146448,0.04798918,0.08058928,0.11310908,0.14010768,0.16265829999999998,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Argentina,wind,electricity,wind_offshore,0.0,0.0,0.0,0.0,1.13766E-5,1.6368359999999999E-4,8.734585999999999E-4,0.0028370286,0.006715538599999999,0.012737332,0.021327455000000002,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Argentina,wind,electricity,wind_storage,0.0,0.0,0.0,0.0,6.79876E-6,4.7416959999999994E-5,1.6202095999999998E-4,3.8143696E-4,7.0486296E-4,0.00110414096,0.0015723582,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Australia_NZ,biomass,electricity,biomass (IGCC),0.0,0.0,0.0,0.0,0.0,3.83533E-4,9.95262E-4,0.00185585,0.0029398,0.00449506,0.0057691,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Australia_NZ,biomass,electricity,biomass (conv),0.0,0.00187919,6.55188E-4,0.00136075,0.00207822,0.00324596,0.00509622,0.00745055,0.00987606,0.0127227,0.0141599,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Australia_NZ,coal,electricity,coal (IGCC),0.0,0.0,0.0,0.0,0.0,0.025447,0.0534497,0.082003,0.110487,0.144997,0.171197,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Australia_NZ,coal,electricity,coal (conv pul),0.439003,0.672506,0.653751,0.575343,0.63216,0.689591,0.733799,0.759072,0.766524,0.775728,0.762991,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Australia_NZ,gas,electricity,gas (CC),0.0392081,0.0563008,0.0392846,0.019736,0.0296914,0.0509217,0.085966,0.130525,0.177862,0.242735,0.292898,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Australia_NZ,gas,electricity,gas (steam/CT),0.0329217,0.0523683,0.140118,0.176105,0.162587,0.169288,0.174114,0.166147,0.147532,0.133328,0.118702,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Australia_NZ,geothermal,electricity,geothermal,0.00746642,0.0111492,0.0209732,0.0280251,0.0364489,0.0499723,0.0666838,0.0845448,0.102548,0.0998941,0.111076,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Australia_NZ,hydro,electricity,hydro,0.134392,0.139082,0.137653,0.1363,0.142893,0.149486,0.156079,0.162672,0.169265,0.175858,0.182451,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Australia_NZ,refined liquids,electricity,refined liquids (CC),0.0,0.0,0.0,0.0,0.0012745,0.00277635,0.00486589,0.00726049,0.00959983,0.0130713,0.0131249,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Australia_NZ,refined liquids,electricity,refined liquids (steam/CT),0.0128232,0.010242,0.0209228,0.0240184,0.0132515,0.0127392,0.011743,0.0107867,0.0095522,0.00774365,0.00644002,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Australia_NZ,rooftop_pv,elect_td_bld,rooftop_pv,0.0,0.0,0.0,0.0,0.00416265,0.0189959,0.0329092,0.045244,0.058044,0.0768705,0.0911027,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Australia_NZ,solar,electricity,CSP,0.0,3.59999E-6,1.07998E-5,1.43995E-5,1.43995E-5,1.43995E-5,1.43995E-5,1.43995E-5,1.43995E-5,0.0,0.0,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Australia_NZ,solar,electricity,CSP_storage,0.0,0.0,0.0,0.0,3.97617E-6,2.38182E-5,9.61991E-5,3.13934E-4,8.35316E-4,0.00190059,0.00320962,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Australia_NZ,solar,electricity,PV,0.0,2.80799E-4,0.00140397,0.0181974,0.0291929,0.0585382,0.101574,0.1460532,0.1872905,0.2252258,0.2559772,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Australia_NZ,solar,electricity,PV_storage,0.0,0.0,0.0,0.0,8.58342E-6,3.283362E-5,1.0214702E-4,2.9023502E-4,7.2510502E-4,0.0016174680199999999,0.0027253646,0.0,0.0,0.0,EJ,
"current_policies,date=2021-21-10T09:40:21-07:00",Australia_NZ,wind,electricity,wind,0.0,0.00539638,0.0240799,0.0497503,0.0647097,0.0902027,0.1216211,0.1536786,0.1835939,0.1704284,0.1816311,0.0,0.0,0.0,EJ,
