CO2 emissions by subsector
scenario,region,sector,subsector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,resid others,coal,0.00542724,5.46E-4,0.00164346,5.5146E-4,4.56014E-4,5.4972E-4,6.81038E-4,7.70114E-4,8.33871E-4,8.70501E-4,8.84433E-4,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,resid others,refined liquids,0.393364,0.794294,0.887351,0.961194,1.28573,1.21662,1.156,1.10689,1.11549,1.09766,1.10814,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,trn_aviation_intl,International Aviation,0.367277,0.684661,0.852476,0.978143,1.15601,1.40628,1.7727,2.24422,2.87646,3.67764,4.70162,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,trn_freight,Domestic Ship,0.0918873,0.00738325,0.0138473,0.0110053,0.0151736,0.0155393,0.0164201,0.0181759,0.0213585,0.0253893,0.0306046,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,trn_freight,Freight Rail,0.01894429,0.0209914,0.0318399,0.0446602,0.0508535,0.0595819,0.0724913,0.087162,0.106044,0.129862,0.157466,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,trn_freight_road,Heavy truck,0.236408,0.352932,0.535304,0.750853,0.84468,0.9555130000000001,1.061476,1.1377484,1.2340851,1.2999230000000002,1.335576,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,trn_freight_road,Light truck,0.104274,0.155669,0.236108,0.33118,0.361715,0.3886035,0.3509864,0.2744812,0.231624,0.19214889999999998,0.1710547,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,trn_freight_road,Medium truck,1.01213,1.51101,2.29179,3.21462,3.5919,4.026008,4.387535,4.547385,4.767316,4.842466,4.8082270000000005,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,trn_pass,Domestic Aviation,0.295099,0.550112,0.684948,0.785919,1.04992,1.33668,1.79428,2.46408,3.41354,4.73889,6.64401,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,trn_pass,Passenger Rail,0.00156212,0.0023324,0.00353779,0.00496271,0.00615411,0.00713429,0.00840932,0.00996296,0.0118952,0.0139098,0.0160051,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,trn_pass_road,Bus,0.312326,0.466257,0.707185,0.991945,1.32024,1.258035,0.892212,0.752897,0.8065880000000001,0.9171320000000001,1.0302470000000001,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,trn_pass_road_LDV,2W and 3W,0.0389705,0.0581755,0.0882383,0.123767,0.0971501,0.0426361,0.0306807,0.029524,0.0296917,0.0298852,0.0313384,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,trn_pass_road_LDV_4W,Car,0.532896,0.795536,1.20661,1.69247,1.3444560199999998,1.32127434,1.31374573,1.2969527720000003,1.300326531,1.4695165,1.5998242,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,trn_pass_road_LDV_4W,Large Car and Truck,0.254897,0.380524,0.577153,0.809552,0.65355801,0.70209659,0.8549226940000001,1.0273689510000001,1.306234605,1.7650518,2.4118137,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,trn_pass_road_LDV_4W,Mini Car,0.202757,0.302687,0.459093,0.643955,0.5127521180000001,0.589827043,0.795216916,0.9916061869999999,1.268395499,1.6815383400000001,2.1970314,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Eastern,trn_shipping_intl,International Ship,0.779018,0.823904,1.70951,1.81996,2.04956,2.14892,2.27807,2.45545,2.70029,2.97234,3.29809,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,H2 central production,biomass,0.0,0.0,0.0,0.0,2.13943E-4,0.00146471,0.00389144,0.00770679,0.0120898,0.0160438,0.0206631,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,H2 central production,coal,0.0,0.0,0.0,0.0,9.9795E-4,0.00688313,0.0180445,0.0362535,0.0604976,0.0863749,0.119393,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,H2 central production,gas,0.0,0.0,0.0,0.0,7.86565E-4,0.00516242,0.0137548,0.0272443,0.0432567,0.0605168,0.0785443,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,H2 forecourt production,gas,0.0,0.0,0.0,0.0,8.95944E-4,0.00608953,0.0163971,0.0332142,0.0543618,0.0776239,0.10497,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,N fertilizer,gas,0.859508,1.66702,2.12257,2.14107,2.2105683,2.2794218,2.2842841000000003,2.1579208999999997,2.0101462000000003,1.9715477000000001,1.98201903,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,agricultural energy use,biomass,0.0,0.0029233,0.0033419,0.003772,0.01180624,0.03682014,0.075294666,0.11317706999999999,0.13816433,0.16059877,0.17868509999999999,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,agricultural energy use,gas,0.0,0.0,0.0202094,0.0356647,0.03796219,0.03969166,0.04008849,0.03928083,0.03848096,0.03695604,0.035111,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,agricultural energy use,refined liquids,0.36857,2.15733,2.7382,1.76097,1.867915,1.93378,1.959257,1.9741768,2.026086,2.057398,2.085092,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,alumina,biomass,0.0,0.00108359,0.00578238,0.00461644,0.005311833,0.005657148000000001,0.0059154640000000005,0.00609344,0.0062005919999999996,0.006239778,0.0061957097,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,alumina,coal,0.052999,0.0490113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,alumina,gas,0.0,0.0,4.98237E-4,4.0209E-4,4.626471E-4,4.92718E-4,5.152094999999999E-4,5.307022E-4,5.400582E-4,5.435187E-4,5.3973726E-4,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,alumina,refined liquids,0.0353537,0.0195445,0.0134955,0.0145142,0.016700279999999998,0.0177829,0.018593830000000002,0.01916347,0.01952605,0.019674854,0.019562178,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,backup_electricity,gas,0.0,0.0,0.0,0.0,0.014354,0.0770593,0.2374,0.460132,0.715184,0.963444,1.2184,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,cement,cement,4.167,9.053,12.308,12.308,12.560244,13.397283,14.123257,14.658335999999998,15.087051000000002,15.5528413,15.958666800000001,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,chemical energy use,biomass,0.0,0.0,0.00673905,0.00866406,0.009423563,0.010692061000000001,0.012435676000000001,0.015037341999999999,0.017658350000000003,0.019151133,0.0199512367,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,chemical energy use,refined liquids,0.0106663,0.0213326,0.00164053,0.0508677,0.05518612,0.06216139,0.07217094,0.08924174,0.11027176000000002,0.125654716,0.138703267,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,chemical feedstocks,gas,0.982223,2.46266,2.96925,2.73646,2.93123,3.18525,3.38537,3.46597,3.47207,3.49125,3.4678,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,comm heating,coal,0.0,8.18983E-6,8.19003E-6,5.46001E-6,5.4299E-6,6.28205E-6,6.71776E-6,7.21577E-6,7.73995E-6,8.18131E-6,8.49627E-6,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,comm heating,refined liquids,0.0502078,0.125353,0.272402,0.157157,0.167471,0.22715,0.308929,0.408426,0.525298,0.658172,0.807353,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,comm others,biomass,0.973476,1.63082,1.40481,1.50325,1.5189,1.55145,1.57344,1.56204,1.4748,1.33959,1.22684,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,comm others,coal,0.0,4.914E-5,4.641E-5,4.368E-5,4.00227E-5,3.93438E-5,3.74355E-5,3.64655E-5,3.57991E-5,3.41195E-5,3.26611E-5,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,comm others,gas,0.0130768,0.0273449,0.393504,0.589066,0.59036,0.730831,0.897507,1.06481,1.22178,1.37091,1.49814,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,comm others,refined liquids,0.0947109,0.236464,0.513846,0.296452,0.285282,0.286331,0.302253,0.321976,0.340586,0.347935,0.357799,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,construction energy use,biomass,0.0,0.0,9.63698E-4,9.63701E-4,0.0010027060000000001,0.001038035,0.00104879,0.0010255595,9.84707E-4,9.148899E-4,8.370567E-4,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,construction energy use,gas,0.411929,0.795918,0.54983,0.596196,0.61923,0.636684,0.6417263,0.6296908,0.6109133,0.5814685,0.5452524,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,construction energy use,refined liquids,0.044304,0.0877885,0.479966,0.368384,0.3804726,0.3875172,0.3919589,0.39563060000000005,0.40171559999999995,0.404401,0.4046438,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,csp_backup,gas,0.0,0.0,0.0,0.0,4.15495E-6,9.09141E-6,1.72487E-5,2.39489E-5,2.86706E-5,0.0,0.0,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,elec_biomass (IGCC),biomass (IGCC),0.0,0.0,0.0,0.0,0.0,0.030831741,0.083027373,0.15608755800000002,0.244031575,0.342680559,0.4434827839999999,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,elec_biomass (conv),biomass (conv),0.0,0.0,0.0,1.925494E-4,0.093491553078,0.23247219375400002,0.44750322593399994,0.7056845001159999,0.9469347976093999,1.1426806944371999,1.2998899475832,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,elec_coal (IGCC),coal (IGCC),0.0,0.0,0.0,0.0,0.0,0.26771093,0.57476449,0.8990335400000001,1.2232217500000002,1.55088602,1.8578357200000004,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,elec_coal (conv pul),coal (conv pul),0.8103932,3.5654610000000004,3.1669650000000003,5.0591,5.7824218,6.4385804,7.0293038,7.4829982,7.776175499999998,7.963776499999999,8.0728627,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,elec_gas (CC),gas (CC),2.3763521,5.623894,7.544302,9.624158999999999,11.447140000000001,15.223747000000001,20.397679999999998,26.771302000000006,33.809585000000006,41.658680000000004,49.167176,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,elec_gas (steam/CT),gas (steam/CT),2.863985,12.238795999999999,14.556037,18.625404000000003,19.210759,21.49395,23.259568,24.035002000000002,23.727680199999998,22.9739255,21.909855599999997,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,elec_refined liquids (CC),refined liquids (CC),0.0,0.0,0.0,0.0,1.1037088999999998,2.3014456999999995,4.08210315,6.22797397,8.39773649,10.47435462,12.473669869999998,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,elec_refined liquids (steam/CT),refined liquids (steam/CT),7.271412,8.360102999999999,9.282168,12.563508,8.068015,7.9931853,8.115785500000001,8.1207796,8.0311513,7.6623331,7.6583309,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,gas pipeline,gas pipeline,0.268675,0.727559,0.687141,0.702593,0.754387,0.892065,1.0419,1.18573,1.31748,1.45645,1.58114,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,gas processing,biomass gasification,0.0,0.0,3.33779E-6,0.0,3.19729E-4,9.67654E-4,0.00184275,0.00303229,0.00465077,0.00620606,0.008617,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,gas processing,coal gasification,0.00694534,0.0111121,0.00764052,0.00277857,0.00919575,0.0230737,0.0399642,0.0638889,0.101523,0.142706,0.208799,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,iron and steel,BLASTFUR,2.71774E-4,2.17336E-4,3.04912E-5,2.26375E-5,2.9493506409999997E-5,7.241314646000001E-5,1.6896185281E-4,3.2862390525E-4,4.7577887389999994E-4,6.082420441999999E-4,7.051258325E-4,0.0,0.0,0.0,MTC,
"current_policies,date=2021-21-10T09:40:21-07:00",Africa_Northern,iron and steel,EAF with DRI,0.166246,0.222155,0.196719,0.122424,0.1444971,0.17939080000000002,0.2113835,0.23866400999999998,0.2614229,0.2794779,0.2921446,0.0,0.0,0.0,MTC,
